Raman_shift_cm-1,1mM,100µM,10µM,1µM,100nM,10nM,1nM,100pM,10pM,1pM,100fM,10fM,1fM,Blank
789.808354663365,663.4695435042111,2565.4854515541465,4535.169038875028,6761.667616044416,8172.61610745575,10125.017560319822,12019.626214930762,14066.054965448768,16027.969766515713,17978.693405660513,19991.57493595632,21934.723577711768,23937.57961359504,25879.04184426567
793.7340413555133,1078.680689980594,2780.606766813231,4789.052200284336,6880.110004083156,8305.243594756994,10194.185054894722,12109.504083624255,14158.216720047456,16161.444110242775,18119.89511398895,20041.067569561732,22039.544781579003,23999.590120780573,25939.39000092086
797.6597280476616,1534.3029617455659,2987.630656020156,5032.205585755324,6957.925009206127,8419.070751322175,10247.551004486522,12201.866205710377,14240.631832417135,16257.724205907898,18244.96920667835,20115.819155163103,22114.733830679168,24055.756416216558,26026.147213908516
801.58541473981,2050.0641418039227,3246.734953478314,5264.87147927174,7045.279453925104,8466.1695710958,10275.735331081727,12230.34802826223,14266.151615280269,16248.681910876041,18263.48869642295,20146.264126682097,22113.809612743375,24077.317607482444,25945.991129606817
805.5111014319582,2353.761564843901,3354.1873216550775,5266.362885699429,6996.852426407722,8414.836332206154,10254.902412117135,12183.208783966373,14225.802746851936,16206.814295286345,18192.88638453079,20110.448495425648,22081.14307557449,24053.338968264197,25918.32945882773
809.4367881241064,2447.4806240225157,3369.723737122356,5129.463076330006,6898.1525396446195,8360.111304464106,10232.18185264427,12151.287046476034,14201.943519112996,16190.442614276499,18176.76138078745,20092.296089256062,22089.284384690116,24040.652042466016,25932.78946499642
813.3624748162548,2402.180285019662,3372.896694592084,4991.688241833532,6794.911175558061,8288.769948734553,10181.923572886973,12116.224957280549,14156.07032777468,16139.260160168524,18137.30793056612,20057.344793328935,22054.97859151115,24010.903281820894,25898.453346468712
817.288161508403,2216.265824479925,3328.0806299829082,4869.578754667034,6672.821008215575,8225.715816818487,10146.872173758691,12080.577739646365,14110.158878025042,16092.660158685205,18062.28028172811,20031.246747399942,22000.845839453956,23978.83244315568,25851.292280779475
821.2138482005513,1939.264084923764,3236.6030283380533,4779.305332273174,6592.939476674507,8211.735262288037,10139.29272374321,12086.560236351954,14113.092783533384,16085.903443023573,18049.0159745124,20043.09245572993,22005.493698505266,23988.99759459627,25831.139599806407
825.1395348926997,1567.9210849948226,3054.528726866033,4646.383845315644,6508.374188749409,8230.490047389098,10151.215333975928,12127.35864100846,14141.162069689106,16138.43049583677,18096.38803042859,20072.338554985614,22077.366739922723,24035.144642118987,25887.73212810837
829.0652215848479,1166.5969572504387,2821.9101403076097,4469.681377209685,6364.005294562597,8234.033469281869,10152.703509771816,12139.943600337998,14161.941384298281,16171.05544905526,18135.05159551373,20091.823682468774,22107.276869550013,24046.965860996497,25929.10342503483
832.9909082769963,821.1530799593671,2611.8808288517234,4313.65399204477,6179.398267602569,8154.449507723947,10095.553899191176,12085.088708756095,14128.33435135892,16101.792244625807,18062.90743738505,20065.376424792466,22012.882747244657,24005.987273461637,25881.02609987458
836.9165949691445,552.7625867347324,2441.968839580029,4206.429257883623,6074.72307233789,8106.473083948953,10070.238189460952,12047.404553225577,14092.26754140183,16059.8802344205,18007.918012940987,20045.461182537758,21983.353215035077,23988.37626861591,25824.29663154261
840.8422816612928,289.50087988850294,2247.579231796375,4080.046192028888,6029.584695206129,8098.090098425975,10062.520124788089,12040.766938590075,14075.409830423783,16080.940438279305,18026.234234090254,20043.897689305606,22023.343436189865,23984.139516416082,25879.87324828563
844.7679683534411,137.40037834322874,2136.4892289069185,4032.471217688008,6041.691746668195,8098.703717032337,10067.407680842229,12040.362102576497,14069.653942392079,16090.438401598803,18050.675059009453,20042.090509429407,22028.47568938541,23987.15587114382,25889.711356239346
848.6936550455894,51.88008296801944,2061.5750746688877,4012.547347496893,6039.5613766941815,8048.841429971276,10041.442882373965,12007.019779787537,14022.080367844697,16006.090427803692,17979.54719169215,20003.017632103856,21967.406319456702,23949.785218010562,25879.800543856858
852.6193417377376,-11.978302509013899,2000.0692029928587,3992.9160674169907,6058.142804474845,8027.23126832138,10024.547051736805,11988.187196164283,13999.223763548376,15972.988843125375,17958.224988169364,19981.692237145016,21963.601321315,23919.20837518667,25912.430345629935
856.545028429886,-92.31555857111535,1946.9020715823956,3961.9756631136584,6057.463594534553,8037.030912556157,10039.59346544449,11993.545569980957,14002.725469713356,16018.211595193887,17991.99380734941,19989.611279584176,21995.692720304265,23922.161286197417,25975.9628921695
860.4707151220342,-120.02343770738993,1976.3399345540975,3994.228255175645,6059.022716085731,8023.6934077689875,10045.858684503091,11984.813620570021,13996.342843149618,15992.96581889975,17972.487997438315,19992.672668875868,21972.45066591861,23908.85837374934,25953.581835775
864.3964018141826,-56.93012736214876,2100.9239753140605,4116.083206070912,6162.522972732564,8060.877173102465,10103.747299269337,12017.426103082134,14040.472367007384,16005.747018686063,17978.975022357172,20023.442310910486,21981.28638106779,23925.298018189675,25886.810623292135
868.3220885063308,-29.778109215454585,2165.270971452875,4186.220825276979,6283.551840512691,8132.617907064533,10178.493784190907,12103.460338074028,14104.149789737838,16090.93104845514,18041.335650066543,20063.561861754784,22049.410014339548,23983.554976485233,25999.499126517243
872.2477751984791,20.687385082915924,2226.8126242885683,4264.175817237189,6403.708273735224,8236.025490185062,10237.20227931907,12191.634245876478,14173.78713542191,16188.319365334162,18183.13561376372,20105.550932339585,22170.43250204121,24078.915126778462,26158.49324565437
876.1734618906274,35.17164216170363,2244.572541047075,4299.846034123719,6398.697464861237,8263.60366859098,10254.864929501142,12211.693719311199,14194.31699623851,16243.009728201065,18217.846245844452,20122.46357706009,22206.401405456567,24122.093431083114,26261.22934901667
880.0991485827757,112.65460430574029,2327.4506905109056,4391.217663259986,6389.501256231059,8241.856470729004,10231.408389399228,12180.559866893234,14172.722259946242,16179.224471488018,18150.020004698516,20099.92925785023,22147.784217355413,24079.965383329858,26187.580944464145
884.0248352749239,135.38805436956162,2359.5347072718782,4428.041667324023,6373.875609649579,8241.28040348629,10207.710004416533,12158.921984228326,14160.976459465144,16160.305753274712,18134.984897281753,20089.665624404668,22137.2851458417,24072.818934594172,26148.495326169617
887.9505219670723,55.3341498243168,2297.1247289958333,4368.328596075509,6278.204527240752,8248.578811346499,10207.695090291189,12157.154705971285,14152.603393749938,16234.648332324985,18168.49095486837,20119.37810427299,22165.386503371286,24090.84106612117,26181.08916082578
891.8762086592205,107.99683698010946,2375.3004006437004,4432.387974350617,6202.245441539067,8210.80617991377,10167.341023819297,12104.436134264879,14106.201091106035,16144.625220326898,18105.649833381005,20092.181696225645,22076.331233062716,24031.565654107377,26001.57333558127
895.8018953513689,203.8337131517584,2492.8909655360285,4513.494878144924,6146.213187241524,8143.331120089886,10104.160365159549,12037.16454021855,14056.612198161904,16018.348155412063,17984.824941845352,20043.44411465877,21950.393057034453,23966.253453591376,25841.30368893068
899.7275820435171,357.9125742192824,2654.0777723553333,4606.38947047689,6250.326576559743,8197.680827543732,10132.624918896197,12075.23776008317,14102.876137510586,16099.834058171531,18059.700949015078,20095.761129605955,22023.455621282937,23999.0327713299,25862.868220860273
903.6532687356654,596.503427182626,2887.667654465005,4712.4534557245415,6442.392813903697,8248.179331550238,10152.924427317019,12126.524653053528,14131.063051958597,16172.479502568618,18147.35198868006,20126.713840386004,22119.333752167997,24035.653883713105,25981.568736707504
907.5789554278138,979.4050489762542,3261.6581420789,4882.0908017106085,6640.027325091201,8255.165030555989,10148.378783878203,12111.97890073603,14100.37956961952,16132.187292419627,18131.07003444408,20093.316683241952,22107.683719651024,24018.24324237571,25969.350318407673
911.504642119962,1418.8571092175944,3698.5741120513767,5061.142924235397,6785.302859912464,8225.70415295696,10132.39306130245,12041.1106984838,14049.898357982387,16060.114022424621,18029.029917812844,20038.40226533242,22017.5798507118,23968.030532514098,25873.23092601045
915.4303288121102,1817.1007714279172,4114.965440185644,5245.202358537278,6939.153413543709,8222.417772655142,10129.345343621333,12008.969599410766,14037.369982383367,16026.41709823928,17983.594418596243,20016.543593805047,21971.160797172543,23939.937597105094,25817.27208509365
919.3560155042586,2053.067174298454,4376.820841004189,5397.847004541571,7070.580520548181,8297.544335718865,10179.607365331864,12054.150442469567,14099.971278456587,16081.520605060517,18066.44937651301,20048.797529889005,22040.09570576934,23972.512281581672,25864.175982403813
923.2817021964069,2106.75056909418,4408.450240582885,5478.716753070192,7087.279197841739,8346.067368545822,10196.025799667435,12102.494428102942,14151.301080849893,16126.630026093564,18102.3717603484,20075.65647983559,22069.42595866514,24012.192553983685,25958.495460209822
927.2073888885551,2151.231111776173,4341.739169223249,5565.878445743328,7090.678643321892,8411.883549112585,10218.89114606654,12159.332189841074,14192.919770268916,16171.638769618343,18148.26182125816,20117.755867909927,22094.863237809914,24052.407844007448,25980.651583379014
931.1330755807033,2155.094113417399,4161.7938669385085,5541.028668208135,7014.643410031131,8429.920723306026,10256.2830703761,12186.060454503555,14225.846366383768,16231.977747819308,18171.968006100968,20137.045795204223,22136.221515194396,24083.328160600424,26078.3287359339
935.0587622728518,2359.731926380622,4152.507759931084,5611.767966140816,7042.730461288411,8423.158253521879,10260.057319682597,12182.314163645231,14231.753194245097,16207.845871507863,18180.51933590961,20119.77569204375,22140.215224322972,24078.303220276895,26047.925754715357
938.9844489650001,2586.627471215899,4184.303485829414,5658.674726027477,7060.101557208796,8413.679394937268,10240.434977136012,12154.570170726936,14195.058336188082,16181.558327360926,18167.38815356341,20103.06019036236,22121.740502957833,24058.875273154885,26015.10527950478
942.9101356571483,2695.391068631119,4182.095697486242,5653.1068354252575,6987.6738255445225,8390.5856885126,10212.35831823896,12107.108846059302,14152.535825542225,16167.980605494013,18118.55117561745,20079.92078760109,22091.991652328565,24031.26190262422,26009.46369710978
946.8358223492966,2807.5687679784746,4297.16163910119,5780.165417967027,6970.51023195933,8375.363640185464,10171.83404318943,12066.15377304607,14115.847162637778,16086.618683916824,18061.70087309424,20048.765253592803,22027.73231353373,23982.865387741425,25873.136141926872
950.7615090414448,2758.9778472027133,4309.612139405121,5838.652437775678,6927.127143130408,8373.093720095663,10168.209923272463,12064.903975724474,14105.426967654219,16091.513324477262,18037.588979241413,20054.513649312437,22002.627407844422,23975.01472918951,25895.15672304726
954.6871957335933,2761.630940941289,4359.425671024861,5946.012470340964,7014.3965139763,8446.46508583696,10215.216395532645,12122.872507336624,14155.708453392604,16160.244032474555,18123.291283681454,20082.761130094983,22071.823250252204,24014.721438330726,25958.199379020152
958.6128824257415,2804.950828606424,4424.2864757761545,6049.617017744673,7114.798315264266,8496.694421170898,10247.35451088885,12167.54904675678,14200.006481273564,16194.720558392037,18171.004535916454,20099.151541578936,22111.72244047206,24047.51136858505,26003.94272841964
962.5385691178898,2795.6810149469234,4430.420259203127,6081.576927391479,7114.161046922129,8496.070327336474,10249.9308809062,12172.1796227263,14216.490730640726,16207.346394895136,18173.06303952965,20107.741477833766,22105.051016353245,24059.374174927343,26022.641934175637
966.464255810038,2783.6691924687225,4435.638590214552,6109.737468467734,7079.94089363301,8466.169374101477,10225.010954470885,12137.970611927176,14200.181655885832,16167.106354169387,18149.886916514723,20081.30223832573,22074.873660403988,24037.69605606453,25961.599550387393
970.3899425021863,2698.7010485601363,4372.4885918743585,6053.935316196587,6992.575139085014,8422.185390467519,10200.086423882156,12097.095812872016,14165.942274849394,16136.689593731659,18092.926001293097,20062.527360794797,22038.898616032886,24017.157822056146,25956.370772564333
974.3156291943345,2638.990076535597,4347.1158048082425,6006.693738211159,6951.168887856955,8419.092439758298,10199.097471537158,12094.110134927638,14148.818472795985,16130.370020557903,18098.420639248445,20066.440367337702,22047.636650171677,24013.945015295052,25935.267212516133
978.241315886483,2554.103006560843,4315.976054808323,5936.375981945748,6883.341956064785,8375.442997908238,10165.142260529816,12089.970242871932,14123.25011325635,16102.432153227986,18071.738230502182,20042.665771222953,22017.93311769993,23996.19515497909,25928.034560371223
982.1670025786312,2457.293505451728,4276.558709300544,5863.692309541586,6821.016527668151,8364.634047839003,10143.575729540291,12099.397163905682,14132.563836934369,16108.943030240893,18076.78140018146,20047.61931110123,22020.17541964929,24005.157562146178,25922.83651742964
986.0926892707795,2394.2929428948896,4214.713615572129,5769.245876967224,6744.357129432696,8353.774136016686,10146.495300337861,12100.354694886137,14132.8153217004,16116.586143365395,18080.716532474307,20049.601836021484,22033.0077899815,24001.585114261452,25944.78728828089
990.0183759629277,2610.4137943033043,4287.889502098253,5737.202981176046,6690.424308641501,8304.831182020578,10116.943272292498,12070.538450866337,14095.534810521027,16080.252699484347,18036.561013648097,20015.45633553632,21981.303246837044,23963.513568724506,25946.44708242507
993.944062655076,3407.876655432339,4753.785461326762,5872.121054671388,6773.050157269587,8291.578901501638,10103.169640599564,12053.931535799264,14088.145452472932,16098.521831149694,18043.423604201504,20021.995714288507,21997.522080432816,23965.481518031575,25924.156430361374
997.8697493472245,4819.790200625446,5744.003897881416,6169.378430034802,7018.977907024593,8267.084314803313,10101.653695931152,12042.583698091226,14069.027138434494,16098.116508900684,18023.74877392833,20012.89477263975,21995.256632692075,23949.586700552274,25923.23741774455
1001.7954360393727,6433.194351376312,7087.342604061398,6597.812274726504,7437.599931343061,8278.161125754841,10113.872726431136,12030.904269298093,14057.325899917165,16041.293576141461,18016.00552274957,19991.23086349916,21945.912318999515,23914.400431751463,25823.64078024754
1005.721122731521,7044.022243832911,7762.784502735723,6659.956446916188,7571.74739817748,8260.38683332257,10131.65557864963,12018.615990628541,14069.187996381976,16045.618313085253,18008.94363604793,20000.658696010483,21939.247982740828,23926.281057016313,25843.747963643684
1009.6468094236692,6175.172613272032,7225.811345999753,6273.916874325339,7289.24941320331,8230.907312875957,10128.200443890852,12020.350034466426,14078.550629597037,16040.974283977423,18018.109164595404,20008.185374366665,21958.96323066281,23952.141460828192,25903.550809688808
1013.5724961158174,4326.108585235647,5762.855706554204,5594.057300795723,6755.742355980827,8177.104778389158,10090.269981394491,12025.462871364107,14060.267545144286,16017.60449127219,18013.84495851173,20002.92250448682,21970.723440417954,23952.919303343493,26011.214669012763
1017.4981828079659,2519.3116374067567,4278.761140854689,4937.78094201957,6295.728614477287,8115.816318265934,10065.044012567449,12041.843213993885,14059.773345928481,16054.934857845397,18015.058952039875,20014.14338753396,22008.97884026013,23964.093307599986,26143.73059130467
1021.4238695001142,1519.9606594905893,3546.048819965388,4639.8928867901805,6125.743336626202,8078.029031907556,10044.459832081884,12024.121260588578,14051.683864945711,16027.53084296196,17992.655320396272,20004.633397952664,21996.752614869696,23956.263147927628,26089.054408927263
1025.3495561922625,1174.0086527748185,3410.347845867692,4542.908738532328,6056.104705501148,8034.116566827462,10023.958010481672,11995.978656895397,14028.864586095593,15976.790033822383,17921.84826630643,19979.4887975799,21954.335677532894,23937.259033115362,26005.76955752711
1029.2752428844108,1245.3297154601091,3586.497839890465,4565.132587069648,6078.314118747461,8055.107516389392,10021.196667826182,12022.30280253759,14055.524530643355,15997.733973994578,17957.346610648518,19995.39737434725,21986.001287581374,23957.92878953575,25959.724608470613
1033.200929576559,1513.4020756848745,3816.9208501349644,4585.361302895842,6123.191272900244,8069.120375834714,10010.867178232731,12041.914131970932,14072.229473804737,16040.579153689514,18012.861930487878,20019.203316640564,22004.791305160834,23990.86036122532,25997.409331295046
1037.1266162687073,1940.8147829212214,4082.764274754365,4615.361850237701,6180.213076281909,8043.77626647089,10012.432965571927,12032.610833093097,14055.576665921935,16046.446386615826,18008.53312464407,20029.056904105382,21989.755767237166,23996.322681692785,26009.18362786765
1041.0523029608557,2526.403495583645,4474.634758063071,4705.492351011937,6274.245076084152,7997.699802285447,9987.840168252771,12006.589985783061,14009.537729154299,15983.302778570389,17953.199193045926,20004.61189520611,21940.841244855375,23958.384308807803,25949.17122501056
1044.977989653004,3257.278966471024,5157.158883753126,4837.525229963471,6441.679969722481,8010.534859156311,9992.264753838916,12021.755226089606,14004.98026513805,15994.632721519833,17967.73649745041,20013.753669248374,21945.600005175253,23969.066043703835,25930.223667896804
1048.9036763451522,4405.515413723032,6547.820979495629,5101.556106989021,6819.738827277409,8049.4125473853355,10017.894596576718,12050.105607229976,14029.817393227395,16042.10382677447,18021.650412958705,20045.277974825287,21983.179536428586,23993.240069846397,25946.015074941723
1052.8293630373005,6552.569921326435,8909.838947833261,5731.59154542085,7672.0805513904925,8047.370669730182,10008.373366890824,12021.503396913104,14009.549283873319,15996.019556489737,17984.05946996329,20007.590138533727,21950.983298850486,23950.997091461697,25923.66683058138
1056.7550497294487,10347.725688782242,11762.98858222703,7094.625766327024,9431.664003451438,8110.681686730911,10061.923951904259,11981.536524021649,14007.878565930616,15974.19874516804,17951.69603363376,19979.03674894966,21931.951787177255,23915.277963070424,25865.858631608608
1060.6807364215972,15959.107735681317,14145.023038997866,9567.021282649177,12399.928573052941,8286.27285911166,10200.71044603943,11973.15446459539,14062.749041951462,16023.040902857927,17948.49240965418,19982.523857266253,21917.306806230743,23906.43123118291,25817.55725259997
1064.6064231137454,22527.378347374244,15713.950684870231,13229.409927070781,16271.077325231992,8709.757588416644,10453.710274872461,12064.746579964274,14239.78341940201,16172.819478504101,18079.604229073324,20016.340117332267,21963.44389825847,23969.863428132576,25765.211438010465
1068.5321098058937,28243.441640280882,16808.564077193674,17210.21598365183,19647.9750757162,9414.187446997883,10839.836978570362,12310.536486796413,14564.14594048146,16536.251726714076,18415.693561518205,20151.315856545858,22173.444182585845,24147.098406828973,25870.69466476492
1072.457796498042,31931.264436459714,17977.138502686383,20185.728578637838,21061.73782041215,10155.855997584746,11203.465634673983,12626.249338658863,14903.01834877144,16929.63671406557,18817.711306759185,20317.06428069106,22421.975325151765,24330.704000570295,26011.279553280136
1076.3834831901902,32914.42366447548,18988.69227568536,20885.686363496126,19928.296179775756,10571.250192875992,11373.99246978032,12860.698827647268,15110.135609554538,17139.188789428063,19101.81400724905,20433.268715820075,22569.683527926984,24452.555883798974,26070.199314222784
1080.3091698823384,30181.94768873507,18876.308888034622,18772.383436716893,16730.80391605699,10408.622861847782,11290.213381611666,12892.474800395057,15097.184768133264,17142.182234833996,19128.348802906767,20483.781793040496,22599.53740083513,24492.496850252,26150.47529144134
1084.234856574487,23792.333525411013,17071.62757248697,14794.47942156899,12878.85899278269,9721.408917221786,10949.6349724302,12674.697489396882,14828.394429642309,16809.249630426744,18841.890792046608,20381.633293563493,22431.32466302336,24356.475824831516,26138.163932011652
1088.1605432666352,15798.388586064899,13694.335804271628,10521.328377814058,9696.960186701757,8888.687473023363,10511.752197714679,12339.40502826681,14436.286859162634,16354.705149251706,18398.951399285783,20185.00388866164,22152.520204653745,24136.969914482375,26132.85463473594
1092.0862299587834,9112.87562985054,9928.248462948433,7292.7471698652225,7812.099589086571,8332.976056291009,10206.492214370455,12104.202537025842,14147.9814342903,16107.480857252665,18105.685931712986,20034.681555579595,22007.955266977497,24006.873346761287,26187.436838928978
1096.0119166509317,5198.245230510508,7217.656583160113,5565.327667534782,7014.142492108968,8064.471095899424,10035.790005303306,12003.821718309113,13987.697301838274,15952.099089094578,17963.27518026425,19945.665489722796,21924.170043995684,23915.972805844125,26174.961261637705
1099.93760334308,3571.755998477482,5972.978594203696,4909.498504252174,6783.065786939508,7983.413112813042,9965.7502387318,11981.783565329997,13934.441419134722,15885.858349267952,17912.19951846846,19937.970305941955,21888.19639486117,23886.343384457898,26106.795739374815
1103.8632900352284,3189.730413211673,5788.280514012722,4737.636659132399,6794.686563229369,7973.192525498354,9955.657089897644,11984.817864317556,13940.063857553609,15907.09491302117,17909.691587551562,19951.419422496467,21900.781084640097,23915.602180490205,26077.761737116885
1107.7889767273766,3415.13083097185,6360.584126176813,4744.712778341663,6941.961830874425,7955.179554527871,9937.965450991805,11976.03429542104,13918.580415097977,15901.567102229483,17891.210194290987,19933.078892936468,21876.39387706663,23894.83414828094,26103.852475337975
1111.7146634195249,4144.642654048939,7744.916427179696,4887.762139520207,7273.333652387619,7962.359609918199,9937.63742633951,11977.083117643884,13905.60858933708,15898.658964167844,17870.40063307785,19930.1115422903,21877.74510244537,23881.95141433471,26134.47206560498
1115.6403501116731,5656.867453807327,9901.512146508185,5264.628114378702,7940.5948694648305,7973.494004088536,9959.438632296022,11985.927759274766,13918.560924510813,15876.209804734899,17853.789283715036,19918.495880332834,21877.71477238083,23896.075143985527,26121.846735965024
1119.5660368038214,8311.053313777298,12159.878317298864,5989.707584935594,9142.64031819219,8021.542238768561,10000.260345186278,11988.395718512222,13938.861859850338,15887.93039603089,17882.507832840067,19918.559501430576,21892.931433680427,23895.35959470253,26127.205671141164
1123.4917234959698,12455.05737130331,13734.382814007682,7369.107957646887,11259.891333551495,8101.439498364134,10076.458127649985,11971.19825388848,13960.889244534348,15939.32143616618,17889.994690113974,19930.14394464192,21896.13249155614,23892.41338179655,26127.13281166903
1127.417410188118,18025.389252770517,14573.348386273592,9834.233447389879,14664.084104084455,8228.942250583601,10159.95380147499,11947.162444854926,13983.213723755092,15897.583292911755,17861.369400493706,19894.195121841185,21838.77055987737,23872.605191541745,25993.28523054854
1131.3430968802663,23673.998919616177,14907.083358977003,13032.30387803778,18710.347746350657,8504.736056742226,10315.192797532352,11988.200886084078,14089.343158282296,15987.74158689407,17941.988441710237,19913.8974069473,21906.084516327614,23916.914232446667,25993.78515280433
1135.2687835724146,27791.354501726473,15094.63078556274,15919.616238550723,21932.11243467753,8830.246850759939,10526.359100026872,12085.145634598415,14244.12677809534,16218.016974283491,18101.09778228216,19986.562808191396,22038.676932696526,24019.42589488338,26152.36174365873
1139.1944702645628,29663.735768702983,15356.56011506107,17232.32858908276,22925.781641605223,8976.831415413953,10628.414748218152,12139.492758685768,14310.482093671279,16269.893515125934,18176.58931849338,20000.223955223304,22058.63896880275,24068.313313241688,26172.133172571648
1143.120156956711,29031.335193241648,15412.947339419326,16072.382939922609,20921.483709021944,8867.943911588598,10601.848091071448,12129.494125216976,14288.020788585334,16226.88542073904,18127.78907665176,19989.36740270338,22030.681165954735,24070.50225317276,26173.529409771094
1147.0458436488595,26115.615391274576,15285.245315077684,13132.106254616763,16859.359279937948,8624.680503742398,10482.171962626606,12101.31984469066,14211.034960795318,16143.635543158976,18068.31932122727,19975.869325611435,22004.218103855914,24021.86581458277,26165.574637283127
1150.9715303410078,21677.556040101124,15005.087630779351,9947.760664963562,12793.75445010322,8408.053147596525,10370.27805096112,12092.367791888095,14153.694806990392,16075.933146609896,18061.21966047958,19980.160119450542,22030.21147607618,23991.37006973515,26135.663289573695
1154.897217033156,17120.13445869864,14234.640770975717,7627.050477156656,10077.149272072707,8270.146138574117,10316.924206459042,12089.309838619582,14133.53218619118,16072.036465199113,18035.264076340496,20011.574119172925,22051.65761263211,24005.103733619573,26121.588389975896
1158.8229037253043,13910.357325204046,12746.770765899093,6547.139444159655,8793.551851119193,8227.660615996541,10273.836369529012,12075.887200470293,14114.957335391959,16028.389710494212,18010.435087523074,20018.745202754508,22010.98663019836,23991.409241544487,26003.931075830613
1162.7485904174525,12233.210682018133,10569.12029855731,6183.9086402314815,8216.901574163283,8240.186552128393,10268.933491292131,12099.49919153548,14128.95756474363,16057.543353809882,18023.378771502455,20032.94215824414,22009.580415725162,24004.496832897126,26023.12214024063
1166.674277109601,11616.220280464158,8535.472679754546,6181.956818140572,7980.420449589207,8313.64523566807,10305.950021592218,12162.130006587835,14191.458421148483,16147.389144699606,18117.060817774036,20065.231533106617,22080.499237268486,24054.993281440893,26115.799683793182
1170.5999638017493,11415.389574448103,7327.677229284758,6383.603923783381,7923.309623077113,8390.930931556908,10330.802853363288,12202.16548148006,14236.411432199844,16177.563472514885,18176.70573653904,20058.064170113215,22127.07212461897,24069.34789841891,26121.145391065555
1174.5256504938975,11295.267834756058,7059.393518089226,6674.0898850626645,7957.660002778998,8457.735101192844,10364.941422751583,12211.907941960035,14262.382316644605,16200.942863408276,18158.712775846518,20061.642587979066,22111.204606993335,24059.525989228874,26055.53270941724
1178.4513371860457,11379.28949126694,7822.191131366511,7079.303865821463,8222.682820253896,8542.55812241511,10388.551772482677,12208.018616374176,14279.246415320958,16195.123508536699,18175.017838285068,20076.584826413986,22066.40875086726,24042.7314161499,25925.489473235386
1182.377023878194,11344.552796385518,9328.52717731843,7312.415727153351,8601.280972859582,8591.841051227137,10387.545981912017,12239.94386670532,14293.502269213806,16233.452421440807,18244.916301078134,20101.447205214423,22089.194461718926,24073.32150288579,25965.66615682143
1186.3027105703422,10760.310043613823,11016.427932001874,7249.599236111946,8914.109793402593,8584.45439970176,10382.450555230702,12263.321569221102,14309.260719093887,16304.145191608082,18311.59316314842,20133.818796511423,22151.7806161966,24126.9475102069,26054.120738753234
1190.2283972624907,9360.514080105278,11869.620913881674,6854.197176806731,8859.700556781449,8436.855360174546,10293.435684091148,12187.005043240835,14229.558586173584,16202.602276212421,18198.396907659815,20081.608614361678,22065.580170353016,24080.35650537458,26022.329680902614
1194.154083954639,7317.878926060599,11053.00874532853,6165.489996554693,8329.481329640668,8291.09765257362,10195.555516788061,12102.80105184915,14133.65517404032,16076.332631792213,18068.00225859428,20027.270576757008,21975.625512186132,24011.511906258816,25933.68369643277
1198.0797706467872,5196.378124413717,8781.27707466049,5352.382070962987,7521.174959798387,8208.810498146871,10146.857075711227,12056.057425807454,14081.729652756097,16056.640329475074,18030.483107658223,20019.235897618284,21975.317579347655,23979.749107074884,25903.273719884015
1202.0054573389355,3602.698892257416,6224.41975103898,4699.536875874646,6780.514137508573,8128.370228676957,10100.310994053832,12022.390175177918,14041.939792699044,16032.704766878996,17999.110534390496,20001.414167836527,21967.93485938486,23951.847617240404,25866.501686645526
1205.9311440310837,2732.7541170616223,4389.290400024525,4346.780300907111,6303.306991332249,8084.867403643288,10072.599837670314,12015.489192521174,14027.211227898992,16000.374018514027,17978.38866701842,19993.805283773,21952.349002528146,23940.17005844866,25795.54308372797
1209.8568307232322,2359.9840575615463,3451.8991253975482,4196.184534635686,6072.556889216424,8068.456185967993,10070.118073208214,12037.484095668646,14039.640861135287,15999.560058645728,17971.34551560694,19999.55146578775,21931.70278839857,23948.84796683094,25824.309111448754
1213.7825174153804,2234.230312984147,3128.7150563674386,4167.608726115263,6069.606242075763,8115.118888694805,10093.943895149958,12095.855040157416,14092.945386253983,16058.380831054914,18075.08711506271,20020.581568257356,21988.95180246021,23991.231539408484,25965.396181217096
1217.7082041075287,2069.4279449202204,2972.393413387149,4105.270329470765,6072.205449347649,8167.976544075671,10130.983147840285,12151.628930450075,14140.148454215527,16161.579387365377,18190.32394776917,20056.027708844984,22079.953453820945,24053.009483232432,26167.698779832503
1221.633890799677,1921.696605514607,2936.547828560098,4125.857040668502,6061.170315477425,8163.850313871731,10138.630101224548,12132.41797386069,14134.954859326808,16130.616998761861,18158.58469861606,20048.847610587538,22050.503571897607,24043.161404719784,26125.527195505143
1225.5595774918252,1731.4651362777752,2915.8561442439827,4184.592245400441,6038.730727645229,8123.7463381890175,10118.29926233938,12085.8303035062,14106.261409941415,16026.698779800508,18053.905169031765,20014.701680956703,21970.428372552553,23986.793151632686,25957.086050034824
1229.4852641839736,1406.152985641377,2779.098669167326,4161.715392305059,6005.704885767544,8152.641177005204,10151.921229877016,12109.246230868415,14140.057871520205,16102.339556710427,18085.974477476684,20055.779215328574,22010.757298659137,24018.205995258926,25966.574801898903
1233.410950876122,1188.416250418676,2724.0709278763766,4228.637409704962,6084.736153393434,8240.10697600568,10207.456039155179,12163.52069063223,14206.289066779813,16202.891032024658,18188.721802733566,20112.062689871385,22095.652344606675,24080.115264565135,25976.97490344678
1237.3366375682701,1083.3178982356599,2726.9124056218543,4348.113454771002,6161.36430639609,8249.97892516267,10195.582838557746,12170.229262273278,14202.052966345249,16161.184329387388,18151.95806901486,20085.983401934383,22069.592408047843,24070.969585085095,25942.89138962717
