Raman shift [cm-1],Al 1x10-2 M,,,,,,AuAgBC 1x10-15 M,,,,,
,S1,S2,S3,Mean,SD,CV,S1,S2,S3,Mean,SD,CV
791.73959,146.43268,201.81018,240.97599,196.40628,38.78583024,19.74775462,44.97802,47.07869,358.7932,150.2833033,147.441256,98.10887353
792.79335,135.40185,179.99236,219.2687,178.22097,34.26140199,19.22411374,61.79694,49.77705,380.33767,163.9705533,153.0733295,93.35415806
793.84691,120.92781,167.915,211.76477,166.86919,37.0914061,22.22783373,81.66836,53.21148,406.05369,180.3111767,160.0462647,88.76114483
794.90029,104.47692,175.2395,212.40705,164.04116,44.76814649,27.29080097,101.74029,56.49063,435.3393,197.85674,168.9385641,85.38428567
795.95348,87.85489,189.25794,225.38715,167.49999,58.21704686,34.75644796,121.19703,60.6135,467.60079,216.47044,179.2901383,82.82430539
797.00648,72.78372,190.61637,228.19629,163.86546,66.20662161,40.4030365,155.14171,72.4258,502.3152,243.2942367,186.2424496,76.5502924
798.0593,60.79497,174.30812,198.81597,144.63969,60.12548579,41.5691473,191.57152,92.90654,538.8435,274.44052,191.2509633,69.68758232
799.11192,53.23148,155.36973,140.83424,116.47848,45.11435611,38.73192379,219.20992,112.27426,576.0025,302.49556,198.2647111,65.54301528
800.16436,51.05626,153.41261,145.96583,116.81157,46.59530662,39.88929061,253.81593,123.52372,611.6157,329.6517833,206.3520499,62.59697666
801.21661,54.50106,173.02061,141.83988,123.12052,50.1632791,40.743232,285.22859,127.93203,642.67108,351.9439,215.3714185,61.19481499
802.26867,62.90609,202.16609,124.11141,129.72786,56.99119997,43.9313498,304.98934,132.78813,666.47275,368.0834067,222.3967391,60.42020234
803.32054,75.00131,227.3028,134.9906,145.7649,62.64183998,42.97457068,315.14163,148.96534,682.03584,382.0476033,222.7080996,58.29328536
804.37223,89.48074,246.01272,106.75086,147.41477,70.07486747,47.53585239,313.58443,172.40717,690.39875,392.1301167,218.6410878,55.75728017
805.42373,105.4731,265.55399,96.60806,155.87838,77.63676645,49.80598749,308.72339,181.95485,693.4775,394.71858,217.5013178,55.10288313
806.47504,122.62033,292.95996,124.02082,179.86704,79.97081686,44.4610735,303.62804,173.88362,692.55212,390.02126,220.3816305,56.50503013
807.52616,140.77084,327.45766,150.41579,206.21476,85.82204946,41.61780149,293.43181,168.2359,687.76374,383.1438167,221.3797299,57.77979973
808.57709,159.52911,358.59604,205.25004,241.12506,85.13586643,35.30776371,273.51177,174.9282,678.78917,375.7430467,218.0327112,58.02707811
809.62784,177.93999,374.85857,219.88292,257.56049,84.69132752,32.88211151,245.14368,183.34076,665.70864,364.7310267,214.3137,58.75938277
810.6784,194.44184,380.61607,199.48499,258.18097,86.5991695,33.54204204,209.83028,181.97149,649.23345,347.01174,214.0054509,61.67095411
811.72877,207.06482,396.09658,167.07129,256.74423,99.88052429,38.90273378,174.00165,170.75489,630.29707,325.01787,215.8690619,66.41759787
812.77896,213.82115,431.56559,167.51743,270.96806,115.1222087,42.48552715,146.68854,156.28323,609.58934,304.1870367,215.9875609,71.00485387
813.82895,213.26087,469.63239,176.65161,286.51496,130.3432782,45.49266057,117.58003,142.46027,587.64383,282.5613767,215.9648646,76.43113404
814.87876,205.08733,481.71857,165.39086,284.06559,140.6982085,49.53018367,91.84422,128.72895,565.51261,262.0285933,215.1232703,82.09915854
815.92838,190.54112,459.93625,127.85395,259.44377,144.0609714,55.52685709,74.2243,114.62616,545.28815,244.71287,213.1778628,87.113466
816.97782,172.21485,427.0587,115.26897,238.18084,135.5650958,56.91687704,59.80087,100.17231,529.61458,229.8625867,212.596498,92.48851718
818.02706,153.25353,412.86424,111.53731,225.88503,133.306615,59.01524994,54.73479,84.501,520.22744,219.8210767,212.7666862,96.79084894
819.07612,136.34523,424.34978,114.27661,224.99054,141.2558811,62.78303129,50.55221,69.14193,516.6445,212.11288,215.4700677,101.5827364
820.125,123.09533,441.77249,139.90971,234.92584,146.4236599,62.32760939,47.50116,56.8167,516.08789,206.8019167,218.7312732,105.7684942
821.17368,114.08585,440.68086,148.70869,234.4918,146.4812425,62.46753298,45.15285,48.32923,514.58574,202.6892733,220.5479189,108.8108489
822.22218,109.37006,414.29424,129.63652,217.76694,139.2118699,63.92699916,44.48594,43.80698,508.37144,198.88812,218.8379298,110.0306694
823.27049,108.88051,375.66662,102.78952,195.77888,127.2241418,64.98358854,46.6893,39.11428,494.8372,193.5469267,213.066839,110.0853641
824.31862,112.47791,344.37992,79.46125,178.77303,117.8749544,65.93553533,48.67983,29.27875,472.88697,183.6151833,204.699333,111.482792
825.36655,119.77802,332.94053,79.61543,177.44466,111.1679888,62.64938533,51.10933,19.56671,442.96468,171.2135733,192.5880443,112.4840984
826.4143,130.03363,338.28427,86.55888,184.95893,109.8605454,59.39726479,34.65196,18.05852,406.96708,153.2258533,179.5499803,117.1799513
827.46187,142.19396,343.24613,69.81828,185.08612,115.6733923,62.4970648,17.05029,23.64525,367.89479,136.1967767,163.8573575,120.3092771
828.50924,155.05682,333.32147,71.77149,186.71659,109.0988969,58.43021065,12.87187,28.66957,329.09245,123.54463,145.4872768,117.760907
829.55643,167.39401,312.55769,74.23804,184.72991,98.06278279,53.08440998,2.8288,24.6605,293.30213,106.9304767,132.0857062,123.5248456
830.60343,178.06919,296.05039,114.04287,196.05415,75.38469528,38.45095617,0.42499,12.56985,261.95161,91.64881667,120.5242865,131.5066478
831.65025,186.25136,291.01949,137.52559,204.93215,64.04073275,31.24972473,7.62376,6.46591,234.98012,83.02326333,107.4507635,129.4224765
832.69688,191.71123,291.6395,150.62224,211.32432,59.2169569,28.02183719,5.4358,13.70697,211.2003,76.78102333,95.10874309,123.8701165
833.74332,195.02042,287.07288,171.38411,217.8258,49.90682657,22.91134777,-3.59204,23.86192,188.89875,69.72287667,85.01214254,121.9286217
834.78958,197.47825,275.31091,157.96965,210.25294,48.74858828,23.18568686,-10.13554,26.33454,166.42108,60.87336,76.10412859,125.0204171
835.83565,200.77623,271.05786,180.12659,217.32023,38.92216023,17.91004925,-13.09313,24.06468,142.69794,51.22316333,66.4374482,129.7019627
836.88153,206.60818,288.13868,208.66178,234.46955,37.95906763,16.18933786,-4.43188,25.01868,117.68038,46.08906,52.03089912,112.8920814
837.92723,216.46046,316.79055,267.78684,267.01262,40.96324618,15.34131465,1.84784,28.15317,92.62922,40.87674333,38.13774794,93.29937963
838.97274,231.59477,336.96542,336.36872,301.64297,49.53215626,16.42078921,-2.38957,27.32206,70.10982,31.68077,29.7577906,93.9301368
840.01806,252.9552,350.11849,403.72272,335.5988,62.40100025,18.5939283,4.10566,25.05912,53.33995,27.50157667,20.17387789,73.35535027
841.0632,280.75558,379.29476,491.27828,383.77621,86.00393141,22.40991733,8.1899,25.43129,44.79676,26.13931667,14.95307162,57.2052889
842.10815,313.90064,437.71789,596.69568,449.43807,115.7476584,25.75386156,15.06427,24.25534,44.79352,28.03771,12.42810842,44.32640335
843.15291,349.72838,509.93505,689.32976,516.33106,138.7154307,26.86559873,27.0455,22.92829,51.09873,33.69084,12.42346785,36.87491274
844.19749,384.42921,566.39774,759.89517,570.24071,153.3074212,26.88468544,25.88012,29.46991,59.9419,38.43064333,15.28119259,39.76304133
845.24188,414.00393,589.10598,813.2602,605.4567,163.4052261,26.98875512,27.11525,40.10052,67.65591,44.95722667,16.90319453,37.59839248
846.28609,435.22354,582.5768,813.06479,610.28838,155.4926604,25.47855498,31.66012,45.34005,71.91034,49.63683667,16.71061208,33.66574747
847.33011,446.10493,566.84034,802.7792,605.24149,148.1218417,24.47318039,40.25194,46.07991,72.04671,52.79285333,13.82086722,26.17942836
848.37394,445.8498,559.29468,782.45141,595.8653,139.8289871,23.46654305,44.33073,46.46012,68.68208,53.15764333,11.01180203,20.71536911
849.41759,434.57868,558.25397,778.47734,590.43666,142.228376,24.08867633,41.69901,46.41363,63.09662,50.40308667,9.179733177,18.2126409
850.46105,413.16937,546.78802,719.26825,559.74188,125.2995955,22.38524577,40.86724,45.62559,56.85498,47.78260333,6.702809733,14.02771985
851.50433,383.20128,515.53734,632.93843,510.55902,102.0155178,19.98114102,31.32539,43.21288,51.60355,42.04727333,8.319452002,19.78594887
852.54742,346.82431,474.35904,537.26985,452.81773,79.22708647,17.49646297,29.33343,38.22996,48.6552,38.73953,7.896304839,20.38306825
853.59033,306.49035,436.96474,499.43648,414.29719,80.38414287,19.40253152,36.50097,33.5774,48.37251,39.48362667,6.397707953,16.20344556
854.63304,264.69998,403.39555,434.56482,367.55345,73.83318164,20.08774007,43.40595,32.67753,49.96622,42.01656667,7.126125175,16.96027482
855.67558,223.94341,364.31554,358.46029,315.57308,64.83604094,20.54549169,45.89782,34.98819,52.09069,44.32556667,7.070024138,15.95021715
856.71792,186.78688,316.05132,281.97691,261.60504,54.70273472,20.91042846,39.11323,37.71177,53.706,43.51033333,7.232092211,16.62155092
857.76009,155.81943,264.79249,188.65566,203.08919,45.64374448,22.4747287,34.75829,37.54758,54.36389,42.22325333,8.659920272,20.50983661
858.80206,133.27416,219.08188,141.46925,164.60843,38.66356977,23.4882076,37.10738,33.48244,53.79786,41.46256,8.847024625,21.33738154
859.84385,120.5262,184.61158,83.96683,129.70154,41.59712753,32.07142146,46.88597,29.62221,51.49803,42.66873667,9.415471945,22.0664418
860.88546,117.87845,163.53673,53.39268,111.60262,45.18456572,40.48701162,55.91524,30.03705,46.88794,44.28007667,10.7244547,24.21959378
861.92688,124.79902,152.01045,41.20648,106.00532,47.14716256,44.47622304,56.45329,32.89027,40.00024,43.1146,9.86841448,22.8887998
862.96811,140.33437,143.04548,41.02304,108.1343,47.46773015,43.89701524,45.8449,32.66613,31.97419,36.82840667,6.381878473,17.3286847
864.00916,163.2607,136.82897,41.47142,113.8537,52.30713507,45.94241125,40.80069,26.58277,24.74026,30.70790667,7.176206859,23.36924798
865.05002,191.84085,140.73056,48.96669,127.17937,59.1099683,46.47763887,48.59178,17.62664,19.96949,28.72930333,14.07742214,49.00022104
866.0907,223.5361,155.76027,97.13223,158.80953,51.64918904,32.52272646,49.33542,13.38776,18.17899,26.96739,15.93707514,59.09758095
867.13119,255.1578,170.56353,109.86714,178.52949,59.5815204,33.37348939,51.75229,22.54951,18.76584,31.02254667,14.73930649,47.51159422
868.1715,283.53371,172.05797,124.23425,193.27531,66.74184658,34.53200855,49.3206,41.93009,20.76446,37.33838333,12.10168337,32.41083916
869.21163,306.24814,158.47187,127.42362,197.38121,78.01711262,39.52610921,42.80687,53.32194,23.47395,39.86758667,12.36136904,31.00606299
870.25156,321.97508,140.69298,109.66068,190.77625,93.63262007,49.0798095,48.35819,50.13703,26.47985,41.65835667,10.75736543,25.82282713
871.29132,330.34609,132.16509,121.70753,194.73957,95.98328445,49.2880232,49.32592,45.76108,29.40603,41.49767667,8.673060221,20.90011036
872.33088,331.65537,136.93109,148.5743,205.72025,89.17634698,43.34835632,41.47515,46.91608,31.94886,40.11336333,6.185750605,15.42067304
873.37026,326.67798,145.60503,167.59088,213.2913,80.67733828,37.82495502,31.20306,49.16041,34.23865,38.20070667,7.848143072,20.5444971
874.40946,316.61634,145.38603,157.05851,206.35363,78.11300003,37.85395005,24.16826,51.26051,37.09289,37.50722,11.06424435,29.49897206
875.44847,302.98889,137.82508,124.90001,188.57133,81.077323,42.99557255,18.76709,52.95671,41.79019,37.83799667,14.23487274,37.62057719
876.4873,287.31095,139.78793,124.86663,183.9885,73.31351529,39.84679222,12.86151,54.25512,49.42336,38.84666333,18.47985609,47.57128284
877.52595,270.67844,158.91316,170.7016,200.09773,50.13959809,25.05755467,10.95728,59.51792,60.35223,43.60914333,23.0908662,52.94959826
878.5644,253.57404,178.04933,189.7058,207.10972,33.19807088,16.02921914,14.01567,69.95149,74.29481,52.75399,27.44945882,52.032953
879.60268,236.06542,175.75393,193.38656,201.7353,25.31988801,12.55104486,11.62005,81.01277,90.97671,61.20317667,35.29574915,57.66979931
880.64077,218.20002,155.55505,180.92598,184.89368,25.72813076,13.91509475,-1.60221,88.4421,110.56306,65.80098333,48.5092917,73.7212261
881.67867,200.25839,143.33676,186.7309,176.77535,24.28103131,13.73553004,1.03117,88.49763,133.20914,74.24598,54.89435966,73.93580051
882.71639,182.75291,154.94565,146.03786,161.24547,15.63680604,9.697516488,13.28238,83.2063,158.07747,84.85538333,59.12384814,69.67601326
883.75392,166.35799,174.87642,167.92127,169.71856,3.702575763,2.181597442,25.42895,83.65347,182.97766,97.35336,65.04441685,66.81270872
884.79128,151.98354,175.71167,136.49431,154.72984,16.1277598,10.42317358,38.07518,92.96935,205.22807,112.0908667,69.56649796,62.06259264
885.82844,140.93678,152.44133,87.40196,126.92669,28.34009973,22.32792782,34.51282,100.69937,222.94018,119.3841233,78.05151079,65.37846793
886.86542,134.88616,124.74989,95.86892,118.50166,16.53010525,13.9492605,32.57111,101.0856,235.50295,123.05322,84.29023339,68.49900668
887.90222,135.45406,111.46935,82.11162,109.67834,21.81375338,19.88884349,34.12566,96.42861,243.10687,124.5537133,87.60347258,70.33389068
888.93883,143.65274,114.95435,94.30848,117.63852,20.23392512,17.20008473,39.4108,88.1261,246.15589,124.5642633,88.24846692,70.84573421
889.97526,159.61402,125.24968,98.1198,127.66117,25.16275322,19.71057701,46.41128,82.29174,245.18572,124.62958,86.49542963,69.40200684
891.01151,182.83329,132.76325,104.38282,139.99312,32.43272345,23.16736955,38.84998,89.5399,241.09696,123.16228,85.92170295,69.76300126
892.04757,212.67431,138.21763,108.93034,153.27409,43.67093346,28.49205202,33.16932,103.82422,235.13316,124.0422333,83.68163564,67.46221298
893.08344,248.67331,149.53266,133.67585,177.29394,50.8862814,28.70164733,33.31927,103.26387,228.36849,121.6505433,80.68292621,66.3235231
894.11913,290.42828,170.96046,136.43797,199.27557,65.97758702,33.10871826,38.88047,84.67243,221.02954,114.8608133,77.36525832,67.35565949
895.15464,337.27277,200.05618,182.97862,240.10252,69.06254842,28.76377492,45.23345,67.20858,212.2145,108.2188433,74.08125736,68.4550445
896.18997,388.11117,232.00065,224.15205,281.42129,75.50915177,26.83135728,43.41741,60.59276,200.37468,101.4616167,70.29269158,69.28008235
897.22511,441.5803,262.03517,250.65522,318.09023,87.44416831,27.49036596,42.72229,61.61132,184.39174,96.24178333,62.80663452,65.2592173
898.26006,496.32792,285.87446,252.27208,344.82482,108.0036171,31.32130023,41.98883,65.70256,164.49866,90.73001667,53.05308538,58.47357614
899.29483,551.08799,301.41997,255.04668,369.18488,130.0107087,35.21561033,37.00619,64.17389,142.31957,81.16655,44.6414596,54.99982394
900.32942,604.50464,310.15034,291.08207,401.91235,143.4657374,35.6957773,33.7546,55.54271,120.07685,69.79138667,36.65288803,52.51778161
901.36383,654.98576,313.58097,330.43994,433.00222,157.1168867,36.28546909,29.2546,53.11003,99.69233,60.68565333,29.25076641,48.20046387
902.39805,700.89343,307.38816,375.60481,461.29547,171.6950123,37.22018174,25.93241,62.53067,82.35446,56.93918,23.37107189,41.04567696
903.43208,741.0312,284.93529,376.34715,467.43788,197.0262429,42.15025169,28.66027,74.81012,68.5793,57.34989667,20.44548505,35.65043049
904.46594,774.99136,250.44829,401.18293,475.54086,220.504247,46.36914837,21.71496,82.91711,58.50888,54.38031667,25.15564307,46.25872855
905.49961,802.99855,221.62934,372.54683,465.72491,246.3184322,52.88925435,18.19921,83.63209,52.11896,51.31675333,26.71888343,52.06658976
906.53309,825.42069,209.85976,373.38727,469.55591,260.3396751,55.44380755,25.4481,77.87966,49.10868,50.81214667,21.4389594,42.19258741
907.5664,842.42992,201.7616,374.86879,473.0201,270.6033189,57.20757298,25.87351,75.19433,48.7345,49.93411333,20.1530002,40.35918304
908.59951,854.03245,173.67096,378.88154,468.86165,284.9505857,60.77498249,27.74112,79.20541,50.11392,52.35348333,21.06980492,40.24527802
909.63245,860.26425,124.77643,335.51924,440.18664,309.2485859,70.25396906,22.41667,81.56378,52.80828,52.26291,24.14978574,46.20826842
910.6652,861.23097,81.61443,326.07163,422.97234,325.5690388,76.97170903,8.44413,77.07705,56.85741,47.45953,28.79652222,60.67595323
911.69777,856.88218,67.30295,362.36651,428.85055,325.7544428,75.95989856,7.42277,66.72717,62.20302,45.45098667,26.95336628,59.30204876
912.73016,846.73219,77.58287,375.38518,433.23341,316.6569992,73.09154647,12.12039,55.11285,68.46488,45.23270667,24.04008198,53.14756457
913.76236,829.87416,88.63112,379.85548,432.78692,304.9170533,70.45431348,8.01233,50.09264,75.49961,44.53486,27.83043813,62.49135649
914.79438,805.40619,83.07177,340.97783,409.8186,298.8824094,72.93041589,-1.47602,52.31288,83.85874,44.89853333,35.23005079,78.4659279
915.82621,773.01216,69.2021,329.63226,390.61551,290.5470328,74.38184746,-1.11434,53.65824,94.26859,48.93749667,39.08273188,79.86254824
916.85786,733.31071,72.19452,324.33684,376.61402,272.4192016,72.33379193,11.18333,46.70992,106.53248,54.80857667,39.34510797,71.78640709
917.88933,687.79455,103.19875,323.81146,371.60159,241.0407773,64.86537835,22.47356,30.12594,118.97637,57.19195667,43.79973385,76.58373031
918.92062,638.48363,145.29733,307.20884,363.66327,205.2616352,56.44277335,29.90292,13.16361,128.99859,57.35504,51.11848861,89.12641089
919.95172,587.55225,174.01897,318.7178,360.09634,171.3409488,47.58197453,34.97519,8.65985,134.32283,59.31929,54.1126759,91.22273024
920.98264,537.09703,182.07198,279.04316,332.73739,149.8287896,45.02914133,39.12781,17.06327,134.09121,63.42743,50.77229122,80.04784558
922.01338,488.99319,180.42863,251.75298,307.05827,131.9015491,42.95652062,38.75675,26.3994,129.12852,64.76155667,45.79305261,70.71024072
923.04394,444.6674,182.29103,228.04639,285.00161,114.4356075,40.15261793,38.01362,27.6153,121.20325,62.27739,41.88256596,67.25163974
924.07431,404.78473,190.20527,234.32251,276.4375,92.52509808,33.47053062,39.99627,27.40746,111.79728,59.73367,37.17153166,62.22877593
925.1045,369.1281,197.45455,245.29018,270.62428,72.33862169,26.73027775,37.00519,38.9397,101.34245,59.09578,29.8833446,50.56764561
926.1345,336.92469,197.25975,252.72246,262.3023,57.4189508,21.8903726,36.83833,60.08815,89.47477,62.13375,21.53736387,34.66290682
927.16433,307.47133,188.20556,236.00543,243.89411,49.00853251,20.09418453,35.75326,78.1367,75.88643,63.25879667,19.47103557,30.77996515
928.19397,280.56517,175.74189,197.80636,218.03781,45.12178767,20.69447848,32.09944,88.60177,61.0122,60.57113667,23.06908792,38.08594191
929.22342,256.42403,170.38544,185.3884,204.06596,37.52597398,18.38913946,34.53864,92.43905,46.11643,57.69804,25.01618992,43.3570879
930.2527,235.3224,177.47186,169.10011,193.96479,29.44328422,15.17970567,31.94461,91.1211,32.70822,51.92464333,27.71783345,53.38088366
931.28179,217.37388,186.77104,184.79408,196.313,14.91414524,7.597125633,28.79956,89.96458,21.64534,46.80316,30.65916772,65.50661905
932.3107,202.53412,181.40046,177.91032,187.28163,10.87884894,5.808817951,32.18671,89.33826,12.75454,44.75983667,32.5046579,72.62014413
933.33943,190.5501,160.43385,137.54897,162.84431,21.70464883,13.32846621,29.18376,84.10144,5.42322,39.56947333,32.94908048,83.26893866
934.36798,180.68628,142.58248,122.34344,148.5374,24.18770416,16.28391514,25.93908,77.92505,-0.55768,34.43548333,32.59883821,94.6664169
935.39634,171.41953,142.51113,138.80326,150.91131,14.58029477,9.66149904,26.00891,74.8361,-4.8584,31.99553667,32.80937982,102.5436146
936.42452,160.50316,152.97559,141.88284,151.7872,7.64801884,5.038645446,28.4187,68.70156,-7.06377,30.01883,30.95175406,103.1077962
937.45252,145.6299,155.63182,169.63741,156.96638,9.846350093,6.272903849,35.19528,61.45371,-6.98648,29.88750333,28.19153858,94.32550545
938.48033,125.47154,143.04254,151.34896,139.95435,10.78773748,7.708040145,27.02912,61.24268,-4.65397,27.87261,26.90880558,96.5421092
939.50797,100.53029,126.15299,130.25684,118.98004,13.15308209,11.0548644,20.47489,58.98125,-0.29097,26.38839,24.55641298,93.05764004
940.53542,73.29785,122.86219,126.45808,107.53937,24.25687595,22.55627493,33.1691,43.99063,5.62715,27.59562667,16.15006405,58.52399818
941.56269,47.62763,140.77121,96.98555,95.12813,38.04838263,39.99698367,39.41608,26.37439,12.52867,26.10638,10.97837499,42.05245994
942.58978,27.66202,169.61193,86.05814,94.44403,58.25339247,61.68033328,38.61799,17.80071,20.06917,25.49595667,9.32478049,36.57356581
943.61668,16.82535,190.97729,98.68757,102.1634,71.13970113,69.63325528,38.13719,17.41683,28.15817,27.90406333,8.460959649,30.32160423
944.64341,17.2054,197.69897,98.97841,104.62759,73.79438622,70.5305228,36.05461,21.42494,36.56123,31.34692667,7.018951988,22.39119663
945.66995,29.32201,201.3784,79.15102,103.28381,72.28482552,69.98659859,35.43714,23.55042,44.51132,34.49962667,8.582891146,24.87821456
946.69631,52.1529,218.12484,90.85187,120.37654,70.901108,58.89944004,35.1969,18.88598,50.76655,34.94981,13.01636088,37.243009
947.72249,83.39131,250.64357,115.75524,149.93004,72.43050617,48.30953568,40.56407,15.23973,54.15275,36.65218333,16.12519611,43.99518567
948.74848,119.99598,287.39251,174.17057,193.85302,69.74213787,35.97681268,38.88496,22.18001,54.32874,38.46457,13.12802996,34.13018776
949.7743,158.96758,316.31521,192.96523,222.74934,67.60122816,30.34856497,28.12027,35.20525,52.29507,38.54019667,10.14713886,26.32871584
950.79993,198.02757,336.87019,205.62312,246.84029,63.7362263,25.82083594,22.43297,44.92593,50.1349,39.1646,12.02064679,30.69263261
951.82538,235.79076,359.31716,194.60124,263.23639,69.98942964,26.58805253,14.80475,49.66962,49.83993,38.10476667,16.4757465,43.23801964
952.85065,271.33688,392.41793,226.29319,296.68267,70.14824296,23.6441997,22.72089,52.51269,51.98554,42.40637333,13.92140228,32.82856135
953.87574,303.5776,431.41041,263.9341,332.97404,71.46183816,21.46168457,30.88135,56.83548,55.49673,47.73785333,11.93187164,24.994571
954.90064,330.93976,458.83176,301.94895,363.90682,68.15753549,18.72939218,21.47254,65.36565,58.82078,48.55299,19.33428578,39.82099924
955.92537,351.51546,459.66503,307.38201,372.85417,63.9741346,17.15795068,26.63509,75.00357,61.39295,54.34387,20.36573284,37.47567635
956.94991,363.45763,438.92873,269.83225,357.4062,69.16583796,19.35216512,34.04183,77.07335,64.10304,58.40607333,18.02349393,30.85893796
957.97427,365.36237,421.7757,265.94162,351.02656,64.42153696,18.35232552,39.95167,70.97504,68.55062,59.82577667,14.08792722,23.54825629
958.99845,356.52943,428.21247,294.92049,359.88746,54.46800452,15.13473254,49.52448,66.18242,75.9092,63.87203333,10.89470138,17.05707618
960.02245,337.13527,449.36237,339.89539,375.46434,52.26594382,13.92034829,43.6032,66.25848,86.40474,65.42214,17.48366009,26.72437815
961.04627,308.37229,459.11013,333.705,367.06247,65.90404577,17.95444949,41.94519,69.12704,99.59311,70.22178,23.5473921,33.53288979
962.0699,272.50274,445.91138,348.41231,355.60881,70.97643419,19.95913267,52.30973,76.57076,114.70919,81.19656,25.68360919,31.63140062
963.09336,232.66836,420.5513,345.16395,332.79454,77.19996362,23.19748504,49.92395,84.5308,130.6293,88.36135,33.05896968,37.4133823
964.11663,192.38374,396.53793,339.73845,309.55337,86.03521552,27.79333836,54.00974,83.17448,145.86872,94.35098,38.3249585,40.6195659
965.13972,154.87966,375.33914,306.64949,278.9561,92.1078665,33.01876765,78.74688,76.69716,159.0496,104.8312133,38.34732001,36.5800593
966.16263,122.60987,349.77854,277.80699,250.06513,94.7931401,37.90738041,88.25368,78.12431,169.50851,111.9621667,40.90099638,36.53108688
967.18537,97.10059,315.42911,280.90555,231.14508,95.8259314,41.45705001,85.81528,85.87523,177.31701,116.33584,43.12020578,37.06528081
968.20791,79.03479,278.52885,279.14664,212.23676,94.18835393,44.37890681,86.42662,86.97745,182.56688,118.6569833,45.19168082,38.08598495
969.23028,68.33398,252.04634,260.34346,193.57459,88.62324364,45.78247777,83.63529,77.6744,184.6772,115.3289633,49.09695509,42.57122727
970.25247,64.16781,242.44646,241.88556,182.83328,83.90946862,45.89397982,90.51601,65.94409,182.51697,112.9923567,50.17435406,44.4050868
971.27448,65.06386,243.60416,255.95419,188.2074,87.22148057,46.34327905,97.16235,58.57739,175.32252,110.3540867,48.56523298,44.00854961
972.2963,69.28363,243.92763,257.16066,190.12397,85.61763722,45.03253178,92.86361,56.83469,163.68465,104.4609833,44.38545399,42.48998294
973.31795,75.36092,234.49055,249.35305,186.40151,78.75164503,42.24839435,82.60453,58.71359,149.74323,97.02045,38.53537683,39.7188189
974.33941,82.46851,213.90964,209.60997,168.66271,60.97377275,36.15130621,73.71917,59.21254,136.19281,89.70817333,33.39886887,37.23057513
975.3607,90.34514,192.90113,186.78419,156.67682,46.97001219,29.97891595,77.57098,56.93345,124.65001,86.38481333,28.33897044,32.80550058
976.3818,98.84176,187.80059,181.52949,156.05728,40.53840542,25.97661924,80.66372,56.31988,114.59377,83.85912333,23.89727343,28.49692732
977.40272,107.46908,200.57279,188.04687,165.36291,41.25527539,24.9483245,83.61335,56.80222,103.87238,81.42931667,19.27826914,23.6748507
978.42346,115.34095,211.22496,192.20882,172.92491,41.45147952,23.97079722,81.79516,52.59621,90.60931,75.00022667,16.24555903,21.66067991
979.44402,121.55608,198.89301,171.93778,164.12896,32.05186918,19.52846663,72.55029,42.7273,75.01985,63.43248,14.67544527,23.13553761
980.4644,125.67729,168.21439,116.22457,136.70542,22.61194418,16.54063473,70.77502,28.37069,59.53791,52.89454,17.93753187,33.91187799
981.4846,127.92261,148.45757,69.99075,115.45698,33.22453382,28.77654847,64.60977,9.10114,47.11497,40.27529333,23.17164767,57.53315682
982.50462,128.95863,163.66662,108.38194,133.66906,22.81432441,17.06776752,63.18607,-9.08506,39.24605,31.11568667,30.05945402,96.60546573
983.52446,129.48155,205.13841,124.164,152.92799,36.98211561,24.18269907,61.2035,-13.90107,35.39017,27.5642,31.15668429,113.0331527
984.54412,129.86473,239.29767,153.60694,174.25645,47.00137362,26.97253021,45.14943,0.61663,33.95401,26.57335667,18.91468744,71.17914263
985.5636,130.0294,244.69468,136.27589,170.33332,52.64322168,30.90600341,40.36161,28.67978,33.53368,34.19169,4.79173044,14.01431295
986.5829,129.52988,232.32948,148.95197,170.27044,44.59295474,26.189487,38.22493,58.58808,33.24087,43.35129333,10.96448705,25.29217979
987.60202,127.75657,225.21889,162.55371,171.84306,40.32736809,23.46755702,27.94827,85.84954,32.38027,48.72602667,26.31257098,54.00106018
988.62095,124.1823,229.91844,173.50306,175.86793,43.19897603,24.56330499,28.76965,120.45267,30.4764,59.89957333,42.8231743,71.49161825
989.63971,118.60008,235.95624,179.1669,177.90774,47.91872414,26.93459213,28.76051,170.89273,27.73486,75.79603333,67.24482274,88.71812914
990.65829,111.26759,233.99652,202.05173,182.43861,51.9878404,28.4960735,11.23254,230.65663,25.0848,88.99132333,100.3320009,112.7435767
991.67669,102.86237,226.02953,214.48273,181.12488,55.54035836,30.66412431,-6.59858,289.54049,23.4324,102.12477,133.0888275,130.3198309
992.69491,94.21274,220.27641,206.44902,173.64606,56.45079289,32.50911244,-12.0528,342.32295,22.80612,117.69209,159.4742477,135.5012454
993.71294,85.90765,221.24794,221.92363,176.35974,63.95988106,36.26671318,-8.12953,387.36309,22.27468,133.83608,179.6998657,134.268626
994.7308,78.04934,225.95336,192.15069,165.38446,63.27834253,38.26135934,-0.01425,425.7638,20.80354,148.85103,195.9912528,131.6693964
995.74848,70.40255,226.72422,221.13346,172.75341,72.4089684,41.91463914,3.4844,457.05507,18.32748,159.6223167,210.4039945,131.8136454
996.76598,62.88988,216.2841,202.50454,160.55951,69.29158702,43.15632691,4.39637,479.8138,16.02404,166.7447367,221.4241473,132.7922858
