Name,AA_HS_V2S2_H.csv,,,,
1856.963063,10344.6,10119.8,10053.2,10071.6,10063.8
1859.888226,11091,10900.6,10770,10743.8,10803.4
1862.810053,10607.8,10442.4,10226.8,10288.8,10365.8
1865.728557,10446.6,10229.2,10164.6,10042.2,10179
1868.643751,10285.4,10102.6,9992.6,9972.4,9973.8
1871.555648,10295.2,10045.6,9968,10003.6,10015.8
1874.46426,10021,9876.2,9848.6,9719.8,9833.8
1877.369599,10514.4,10344.6,10264.4,10204.6,10215.4
1880.271679,10269.4,10188,10024.6,10068.8,10074.2
1883.170512,10277.6,10011.8,10014.4,9954.2,9997.4
1886.06611,10639,10433.2,10345.2,10317.8,10354.4
1888.958487,10400.8,10244,10132.4,10086.8,10152
1891.847655,10253.8,10131.8,10032,9995.6,10089.2
1894.733626,10448,10303.8,10123.2,10233.6,10226
1897.616414,10478.2,10435.2,10208.6,10218,10293.8
1900.496032,10134.4,9920.8,9838.6,9819.6,9844.4
1903.372491,10358.6,10142,10081.4,10069.4,10165.6
1906.245805,10552.2,10388,10322.2,10287.8,10252.6
1909.115987,10423.6,10340.4,10274.6,10221,10265.8
1911.983049,10548,10368.2,10308.6,10223,10288.6
1914.847004,10459.4,10257.6,10179.6,10156.2,10255.2
1917.707866,10535.2,10502.4,10181,10241.4,10259
1920.565646,10523.4,10265.4,10210,10192,10193.4
1923.420359,10146.6,9952.8,9961.8,9909.2,9921.4
1926.272016,10328.8,10124.6,10054.4,10121.8,10098.4
1929.120631,10156.8,10004,9939,9913.6,9886.4
1931.966216,10268,10097,10012.8,9968.6,10039.4
1934.808786,10101.4,9919.6,9917,9905,9891.2
1937.648351,10423.6,10197.8,10083.2,10203.4,10194
1940.484927,10324.4,10220.4,10148.2,10040.4,10080.6
1943.318525,10362.2,10220.2,10096.8,10101.4,10154.2
1946.149158,10491,10360.2,10239.2,10209,10299.6
1948.97684,11300.2,11154.6,11095,11063.8,11162.8
1951.801584,10402.8,10202,10159.2,10247,10250.4
1954.623403,10343,10233,10111.2,10139.6,10094.8
1957.44231,10384.4,10334.8,10147.2,10071,10194.8
1960.258318,9996,9821.8,9730.2,9734,9781
1963.071439,10078,9880,9804.4,9787,9835.6
1965.881688,10245.8,10039.8,9920.8,9965.4,9985.4
1968.689078,10242,10132.6,9974.4,10018.2,10019.4
1971.493621,10043.2,9838.8,9822.6,9783.8,9844.2
